emotion,
fearful,
surprised,
neutral,
disgusted,
neutral,
neutral,
fearful,
sad,
angry,
surprised,
disgusted,
sad,
neutral,
angry,
angry,
neutral,
angry,
neutral,
neutral,
disgusted,
surprised,
disgusted,
disgusted,
surprised,
surprised,
fearful,
neutral,
angry,
surprised,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
angry,
disgusted,
fearful,
neutral,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
angry,
angry,
fearful,
disgusted,
disgusted,
angry,
surprised,
sad,
angry,
fearful,
disgusted,
angry,
neutral,
disgusted,
disgusted,
sad,
disgusted,
angry,
neutral,
fearful,
angry,
fearful,
angry,
surprised,
surprised,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
angry,
neutral,
disgusted,
neutral,
neutral,
angry,
disgusted,
angry,
angry,
angry,
angry,
neutral,
angry,
fearful,
surprised,
disgusted,
fearful,
surprised,
angry,
surprised,
angry,
neutral,
angry,
surprised,
fearful,
angry,
sad,
angry,
surprised,
angry,
neutral,
disgusted,
angry,
disgusted,
disgusted,
surprised,
disgusted,
angry,
neutral,
disgusted,
fearful,
angry,
fearful,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
disgusted,
angry,
disgusted,
neutral,
neutral,
disgusted,
neutral,
angry,
fearful,
neutral,
disgusted,
surprised,
angry,
disgusted,
angry,
neutral,
surprised,
angry,
disgusted,
surprised,
neutral,
neutral,
angry,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
angry,
disgusted,
surprised,
disgusted,
neutral,
angry,
angry,
disgusted,
fearful,
fearful,
surprised,
surprised,
angry,
disgusted,
disgusted,
angry,
disgusted,
neutral,
fearful,
angry,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
angry,
neutral,
fearful,
fearful,
angry,
disgusted,
disgusted,
neutral,
angry,
angry,
neutral,
surprised,
neutral,
disgusted,
sad,
fearful,
fearful,
angry,
fearful,
angry,
angry,
surprised,
disgusted,
disgusted,
surprised,
angry,
disgusted,
angry,
neutral,
disgusted,
neutral,
surprised,
neutral,
disgusted,
angry,
disgusted,
surprised,
neutral,
surprised,
angry,
disgusted,
angry,
neutral,
surprised,
disgusted,
surprised,
disgusted,
disgusted,
neutral,
neutral,
fearful,
angry,
neutral,
neutral,
disgusted,
angry,
fearful,
angry,
angry,
neutral,
disgusted,
neutral,
fearful,
fearful,
angry,
disgusted,
disgusted,
angry,
surprised,
angry,
neutral,
angry,
surprised,
neutral,
angry,
fearful,
neutral,
surprised,
surprised,
fearful,
disgusted,
neutral,
angry,
surprised,
disgusted,
disgusted,
fearful,
angry,
angry,
neutral,
disgusted,
disgusted,
surprised,
neutral,
angry,
surprised,
angry,
disgusted,
fearful,
disgusted,
neutral,
fearful,
surprised,
angry,
disgusted,
fearful,
angry,
angry,
angry,
angry,
angry,
fearful,
angry,
disgusted,
angry,
surprised,
neutral,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
surprised,
surprised,
neutral,
neutral,
neutral,
angry,
angry,
surprised,
neutral,
angry,
fearful,
neutral,
angry,
surprised,
neutral,
angry,
sad,
neutral,
angry,
neutral,
disgusted,
angry,
disgusted,
disgusted,
neutral,
neutral,
surprised,
angry,
angry,
neutral,
disgusted,
angry,
neutral,
angry,
neutral,
angry,
disgusted,
surprised,
disgusted,
disgusted,
fearful,
angry,
disgusted,
disgusted,
angry,
disgusted,
neutral,
angry,
neutral,
angry,
fearful,
neutral,
angry,
angry,
sad,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
angry,
fearful,
angry,
neutral,
neutral,
disgusted,
disgusted,
angry,
angry,
disgusted,
angry,
disgusted,
neutral,
fearful,
angry,
angry,
neutral,
neutral,
fearful,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
surprised,
disgusted,
angry,
disgusted,
angry,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
angry,
surprised,
angry,
surprised,
neutral,
angry,
neutral,
neutral,
surprised,
disgusted,
disgusted,
angry,
neutral,
disgusted,
angry,
disgusted,
neutral,
neutral,
angry,
angry,
angry,
fearful,
angry,
neutral,
neutral,
neutral,
disgusted,
angry,
neutral,
disgusted,
neutral,
fearful,
surprised,
disgusted,
angry,
fearful,
angry,
angry,
angry,
angry,
disgusted,
neutral,
neutral,
surprised,
surprised,
disgusted,
sad,
angry,
fearful,
neutral,
disgusted,
disgusted,
surprised,
disgusted,
angry,
neutral,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
surprised,
fearful,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
fearful,
neutral,
angry,
surprised,
surprised,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
neutral,
surprised,
disgusted,
disgusted,
angry,
neutral,
angry,
fearful,
surprised,
angry,
fearful,
fearful,
disgusted,
neutral,
disgusted,
disgusted,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
fearful,
fearful,
surprised,
angry,
disgusted,
neutral,
fearful,
disgusted,
disgusted,
surprised,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
fearful,
surprised,
angry,
neutral,
angry,
angry,
angry,
neutral,
angry,
disgusted,
fearful,
neutral,
disgusted,
angry,
surprised,
surprised,
surprised,
sad,
disgusted,
neutral,
disgusted,
neutral,
surprised,
sad,
disgusted,
angry,
disgusted,
fearful,
fearful,
disgusted,
surprised,
disgusted,
disgusted,
angry,
angry,
angry,
neutral,
angry,
neutral,
angry,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
fearful,
disgusted,
angry,
angry,
disgusted,
angry,
angry,
neutral,
fearful,
neutral,
disgusted,
neutral,
angry,
angry,
angry,
neutral,
angry,
angry,
fearful,
neutral,
angry,
disgusted,
neutral,
angry,
disgusted,
angry,
neutral,
angry,
angry,
surprised,
angry,
disgusted,
neutral,
sad,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
surprised,
neutral,
fearful,
angry,
disgusted,
fearful,
angry,
disgusted,
neutral,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
fearful,
angry,
surprised,
neutral,
fearful,
angry,
angry,
neutral,
neutral,
angry,
angry,
neutral,
neutral,
angry,
angry,
angry,
angry,
disgusted,
angry,
fearful,
surprised,
angry,
angry,
neutral,
neutral,
angry,
angry,
angry,
fearful,
neutral,
fearful,
angry,
neutral,
disgusted,
neutral,
disgusted,
disgusted,
fearful,
disgusted,
disgusted,
angry,
fearful,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
angry,
disgusted,
disgusted,
surprised,
neutral,
fearful,
disgusted,
disgusted,
fearful,
angry,
fearful,
disgusted,
fearful,
angry,
fearful,
fearful,
fearful,
angry,
fearful,
fearful,
disgusted,
neutral,
angry,
fearful,
neutral,
surprised,
fearful,
disgusted,
angry,
angry,
angry,
surprised,
disgusted,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
fearful,
surprised,
disgusted,
fearful,
disgusted,
angry,
surprised,
disgusted,
surprised,
angry,
disgusted,
angry,
surprised,
fearful,
fearful,
surprised,
disgusted,
disgusted,
neutral,
angry,
disgusted,
surprised,
angry,
disgusted,
angry,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
neutral,
angry,
disgusted,
neutral,
neutral,
disgusted,
neutral,
disgusted,
neutral,
fearful,
disgusted,
neutral,
angry,
angry,
angry,
surprised,
neutral,
neutral,
surprised,
disgusted,
disgusted,
fearful,
sad,
fearful,
angry,
disgusted,
angry,
sad,
angry,
disgusted,
disgusted,
surprised,
disgusted,
neutral,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
fearful,
angry,
neutral,
surprised,
neutral,
disgusted,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
neutral,
angry,
angry,
angry,
disgusted,
surprised,
angry,
disgusted,
angry,
angry,
fearful,
surprised,
neutral,
angry,
disgusted,
neutral,
sad,
disgusted,
disgusted,
angry,
fearful,
neutral,
angry,
neutral,
surprised,
disgusted,
neutral,
angry,
surprised,
disgusted,
neutral,
disgusted,
fearful,
disgusted,
disgusted,
angry,
neutral,
angry,
fearful,
fearful,
disgusted,
angry,
angry,
neutral,
neutral,
disgusted,
fearful,
neutral,
angry,
angry,
disgusted,
disgusted,
neutral,
disgusted,
angry,
neutral,
fearful,
angry,
surprised,
disgusted,
angry,
angry,
surprised,
disgusted,
angry,
neutral,
angry,
disgusted,
fearful,
neutral,
surprised,
angry,
neutral,
angry,
neutral,
disgusted,
surprised,
fearful,
neutral,
angry,
angry,
sad,
surprised,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
angry,
surprised,
disgusted,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
disgusted,
fearful,
angry,
fearful,
angry,
disgusted,
fearful,
angry,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
neutral,
angry,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
neutral,
fearful,
angry,
angry,
disgusted,
disgusted,
angry,
neutral,
disgusted,
neutral,
surprised,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
neutral,
disgusted,
sad,
surprised,
angry,
surprised,
fearful,
surprised,
neutral,
neutral,
disgusted,
angry,
neutral,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
fearful,
angry,
fearful,
disgusted,
neutral,
disgusted,
angry,
fearful,
neutral,
angry,
fearful,
neutral,
fearful,
disgusted,
angry,
fearful,
fearful,
angry,
disgusted,
neutral,
disgusted,
disgusted,
neutral,
angry,
angry,
neutral,
neutral,
angry,
neutral,
fearful,
disgusted,
disgusted,
fearful,
angry,
angry,
fearful,
disgusted,
disgusted,
neutral,
fearful,
angry,
fearful,
fearful,
fearful,
surprised,
angry,
angry,
disgusted,
disgusted,
surprised,
angry,
sad,
angry,
disgusted,
neutral,
angry,
disgusted,
angry,
surprised,
disgusted,
angry,
angry,
angry,
angry,
neutral,
disgusted,
angry,
neutral,
disgusted,
angry,
fearful,
sad,
neutral,
surprised,
surprised,
fearful,
fearful,
disgusted,
fearful,
disgusted,
angry,
disgusted,
fearful,
neutral,
disgusted,
neutral,
angry,
angry,
neutral,
angry,
disgusted,
neutral,
surprised,
disgusted,
angry,
angry,
neutral,
angry,
neutral,
neutral,
fearful,
angry,
neutral,
angry,
disgusted,
fearful,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
angry,
angry,
fearful,
angry,
angry,
fearful,
angry,
disgusted,
disgusted,
fearful,
angry,
neutral,
neutral,
neutral,
disgusted,
angry,
angry,
fearful,
fearful,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
neutral,
fearful,
angry,
disgusted,
fearful,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
neutral,
angry,
surprised,
angry,
disgusted,
fearful,
angry,
disgusted,
angry,
sad,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
surprised,
disgusted,
surprised,
surprised,
surprised,
surprised,
angry,
angry,
angry,
disgusted,
angry,
angry,
neutral,
fearful,
surprised,
disgusted,
neutral,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
surprised,
neutral,
neutral,
fearful,
angry,
disgusted,
disgusted,
surprised,
angry,
disgusted,
neutral,
disgusted,
neutral,
angry,
angry,
neutral,
angry,
fearful,
disgusted,
angry,
disgusted,
disgusted,
fearful,
angry,
fearful,
angry,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
fearful,
neutral,
surprised,
neutral,
angry,
disgusted,
fearful,
neutral,
disgusted,
disgusted,
surprised,
disgusted,
neutral,
neutral,
fearful,
neutral,
angry,
neutral,
disgusted,
fearful,
angry,
disgusted,
neutral,
neutral,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
surprised,
disgusted,
disgusted,
surprised,
angry,
fearful,
disgusted,
angry,
disgusted,
angry,
surprised,
angry,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
angry,
disgusted,
fearful,
fearful,
fearful,
neutral,
disgusted,
angry,
disgusted,
angry,
disgusted,
disgusted,
fearful,
fearful,
angry,
neutral,
neutral,
disgusted,
surprised,
angry,
fearful,
sad,
neutral,
sad,
angry,
disgusted,
neutral,
angry,
angry,
disgusted,
angry,
surprised,
fearful,
disgusted,
angry,
disgusted,
angry,
angry,
surprised,
disgusted,
angry,
fearful,
angry,
fearful,
disgusted,
neutral,
disgusted,
angry,
disgusted,
fearful,
fearful,
angry,
fearful,
fearful,
fearful,
surprised,
disgusted,
angry,
angry,
fearful,
disgusted,
disgusted,
angry,
surprised,
angry,
angry,
disgusted,
angry,
surprised,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
fearful,
neutral,
angry,
disgusted,
angry,
neutral,
neutral,
angry,
fearful,
angry,
surprised,
disgusted,
fearful,
neutral,
fearful,
fearful,
surprised,
angry,
angry,
disgusted,
surprised,
angry,
sad,
fearful,
surprised,
neutral,
angry,
neutral,
disgusted,
angry,
surprised,
neutral,
sad,
fearful,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
fearful,
fearful,
surprised,
fearful,
surprised,
angry,
angry,
angry,
fearful,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
angry,
disgusted,
disgusted,
surprised,
disgusted,
angry,
surprised,
disgusted,
disgusted,
neutral,
angry,
neutral,
disgusted,
disgusted,
neutral,
disgusted,
angry,
angry,
fearful,
neutral,
disgusted,
disgusted,
fearful,
fearful,
neutral,
neutral,
fearful,
fearful,
angry,
angry,
angry,
neutral,
neutral,
fearful,
surprised,
disgusted,
fearful,
surprised,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
fearful,
surprised,
disgusted,
neutral,
neutral,
neutral,
disgusted,
angry,
disgusted,
neutral,
angry,
fearful,
disgusted,
fearful,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
angry,
neutral,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
disgusted,
disgusted,
neutral,
fearful,
fearful,
neutral,
disgusted,
angry,
angry,
neutral,
neutral,
angry,
angry,
surprised,
surprised,
fearful,
angry,
neutral,
surprised,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
angry,
neutral,
angry,
neutral,
neutral,
disgusted,
angry,
fearful,
neutral,
neutral,
angry,
surprised,
surprised,
neutral,
disgusted,
fearful,
disgusted,
angry,
neutral,
angry,
angry,
neutral,
angry,
angry,
fearful,
fearful,
angry,
angry,
angry,
angry,
surprised,
neutral,
neutral,
surprised,
angry,
fearful,
disgusted,
neutral,
disgusted,
angry,
angry,
surprised,
surprised,
neutral,
angry,
disgusted,
angry,
angry,
neutral,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
sad,
neutral,
angry,
neutral,
disgusted,
neutral,
angry,
fearful,
angry,
angry,
disgusted,
disgusted,
surprised,
fearful,
neutral,
surprised,
angry,
neutral,
surprised,
disgusted,
angry,
neutral,
angry,
disgusted,
surprised,
angry,
surprised,
angry,
fearful,
angry,
disgusted,
fearful,
fearful,
angry,
disgusted,
disgusted,
fearful,
neutral,
disgusted,
angry,
angry,
angry,
neutral,
fearful,
neutral,
disgusted,
angry,
sad,
surprised,
neutral,
angry,
fearful,
angry,
angry,
fearful,
neutral,
fearful,
angry,
disgusted,
angry,
neutral,
angry,
disgusted,
neutral,
fearful,
surprised,
disgusted,
surprised,
